feature,score
DATE_L3kurt,1066
S29,924
L3_S33_F3857,893
sameL0_Number1,845
DATE_S33max,793
L3_S33_F3859,728
S24.311,722
Kurtosis,707
S33,669
L3_S30_F3744,668
L3_S30_F3754,655
L3_S30_F3759,616
S30,607
FOR100_Sum,607
sameL3,594
DATE_S32max,577
sameL1_Number1,567
L3_S33_F3865,565
FOR165_Sum,563
L3_S29_F3373,553
L0_Max,548
L3_S30_F3704,539
L3_S30_F3749,532
sameL3_Number1,523
BAC100_log_lag_L3,522
L3_S29_F3351,503
L0_S2_F44,473
BAC165_Sum,467
BAC165_log_lag_L3,462
BAC30_Sum_S,455
L3_S30_F3809,454
Range,451
BAC100_Sum,449
L3_S29_F3348,449
L3_S30_F3604,431
FOR30_Sum_S,430
S0,429
FOR165_log_lag,428
L3_S30_F3574,425
FOR165_log_lag_L3,421
L3_S29_F3379,419
L3_S30_F3774,414
L3_S36_F3920,411
L0_S1_F24,404
L0_S1_F28,404
L3_S29_F3321,398
BAC60_Sum_S3,396
L3_S29_F3345,395
DATE_S36max,394
S24.308,387
FOR60_log_lag_S34,387
S1,386
L3_S30_F3609,385
L3_S30_F3804,384
L3_S29_F3479,381
GF0,371
Response_Minus1,367
L0_S0_F20_Mult_L0_S0_F20,357
S24.211,352
L3_S30_F3494,352
BAC165_log_lag,343
DATE_S38max,341
S3,334
S36,332
Response_Minus1_Number1,325
L3_S30_F3554,325
L0_S0_F20,324
L3_S29_F3354,316
L3_S30_F3819,310
L3_S29_F3333,309
L3_S30_F3534,308
L3max_L0min,307
L0_S5_F114,304
L3_S29_F3427,300
L0_S9_F180,297
tdelta_devrel,296
CATEGORICAL_Last_____1,293
S24.307,292
FOR60_Sum_S3,290
DATE_S34max,282
BAC100_log_lag,279
L0_S7_F138,276
L3_S30_F3544,274
S11,269
DATE_S35max,268
L3_S30_F3519,268
L3_S30_F3769,267
L0_S10_F244,266
L0_S6_F132,259
GF1,259
L0_S11_F322,258
L3_S29_F3342,256
L2_Min,255
L1_S24_F1844,255
L3_S29_F3382,254
L0_S0_F18,252
L0_S11_F310,252
L3_S30_F3709,251
BAC60_log_lag_S34,249
L3_S29_F3327,247
L3_S35_F3896,246
L2max_S37max,244
DATE_S37max,244
FOR100_LAG_Missing_Value_Count_ResponseMinus1,242
L3_S30_F3624,242
L3_S29_F3336,242
L0_S2_F36,240
L3_S29_F3315,239
S17,237
L0_S6_F122,237
L0max_L3max,237
L3_S29_F3324,234
L3_S30_F3829,232
FOR100_LAG0_Missing_Value_Count_ResponseMinus1,230
L0_S0_F16,229
FOR100_log_lag_L3,228
FOR100_LAG3_Missing_Value_Count_ResponseMinus1,225
L3_S29_F3461,223
L3_S29_F3376,223
S24.306,222
S2,216
L0_S3_F96,216
L3_S30_F3794,215
L0_S5_F116,214
BAC100_log_lag_L2,213
L3_S29_F3339,213
L3_S30_F3629,212
L3_S30_F3589,210
L3_S30_F3669,208
L2_S26_F3069,208
L3_S29_F3436,207
FOR165_log_lag_L1,207
FOR165_LAG1_Missing_Value_Count_ResponseMinus1,206
FOR165_log_lag_L2,205
L3_S30_F3799,205
L3_S30_F3639,202
FOR165_LAG_Missing_Value_Count_ResponseMinus1,200
L0_S2_F60,199
L3_S29_F3330,199
S33min_S37min,197
L0_S0_F0,196
S45,195
FOR100_log_lag,195
L0_S11_F326,195
L2_S26_F3106,192
BAC165_LAG_Missing_Value_Count_ResponseMinus1,192
FOR100_LAG2_Missing_Value_Count_ResponseMinus1,192
S35,190
S7,187
BAC165_log_lag_L2,184
BAC165_LAG2_Missing_Value_Count_ResponseMinus1,183
S9,183
DATE_S6_max,183
L3_S38_F3960,182
S26,180
L3_S30_F3644,180
L3_S30_F3524,179
BAC30_log_lag_S30,179
FOR165_LAG3_Missing_Value_Count_ResponseMinus1,178
BAC100_LAG2_Missing_Value_Count_ResponseMinus1,178
L3_Max,178
BAC60_log_lag_S33,178
S4,177
S32,177
L0_S0_F2,177
L3_S30_F3579,175
L0_S10_F259,175
L0_S3_F100,175
DATE_S5_max,175
L0_S4_F104,173
BAC30_log_lag_S33,173
FOR165_LAG0_Missing_Value_Count_ResponseMinus1,172
BAC165_log_lag_L1,172
L3_S29_F3433,172
FOR165_LAG2_Missing_Value_Count_ResponseMinus1,172
S5,171
L3_S30_F3504,170
S32max_S37min,169
L2_S26_F3113,169
L1_S24_F1846,169
L3_S30_F3514,169
L3max_S30max,168
CATEGORICAL_out_out_L3_S32_F3854_class2,167
L3_S35_F3889,166
L0_S21_F497,166
L3_S29_F3473,166
L3_S30_F3684,166
L0_S7_F142,165
S6,165
BAC100_LAG_Missing_Value_Count_ResponseMinus1,165
BAC165_LAG3_Missing_Value_Count_ResponseMinus1,165
L0_Min,164
S33min_S30min,162
L0_S3_F72,160
BAC165_LAG0_Missing_Value_Count_ResponseMinus1,159
L0_Mean,159
L3_S30_F3784,157
L3_S30_F3509,156
L3_Min,154
sameL2_Number1,154
L0_S13_F356,153
DATE_S3_max,152
FOR100_LAG1_Missing_Value_Count_ResponseMinus1,151
L1_S24_F1788,151
L0_S11_F294,149
DATE_S2_max,148
BAC100_LAG3_Missing_Value_Count_ResponseMinus1,148
L3_S30_F3689,145
BAC165_log_lag_L0,141
L3_S38_F3956,140
L0_S3_F80,140
S33max_S29min,139
S12,139
DATE_S4_max,137
L3_S29_F3318,137
L2_Max,137
L2_S26_F3121,136
L0_S11_F306,136
S10,135
S24.301,134
L2_S26_F3051,134
L3max_S34min,133
BAC100_LAG0_Missing_Value_Count_ResponseMinus1,133
FOR100_log_lag_L2,132
FOR100_log_lag_L1,132
S29min_S37min,131
L3_S29_F3357,131
L1_S24_F1578,131
FOR165_log_lag_L0,130
L3_S29_F3430,129
S41,129
S24.108,129
L3_S30_F3764,127
S13min_S33min,127
L0_S0_F22,126
L3_Range,126
L1_S24_F1632,125
DATE_S7_max,125
L1_S25_F2126,125
S13,125
L1_S24_F1723,123
S37min_S34min,123
S24.109,123
L0_S0_F8,123
L2_S27_F3199,122
L2_S26_F3047,121
BAC100_LAG1_Missing_Value_Count_ResponseMinus1,121
L2_S26_F3040,120
S26min_S24min,120
L3_S30_F3664,120
L0_S0_F10,120
BAC165_LAG1_Missing_Value_Count_ResponseMinus1,119
L1_S24_F1773,119
DATE_S11max,119
L0_S0_F6,118
L2_S26_F3062,116
DATE_L1kurt,116
L0_S2_F64,116
L0_S11_F318,116
L3_S30_F3569,114
L0_S22_F571,114
FOR100_log_lag_L0,114
L0_S4_F109,114
FOR60_log_lag_S33,113
S19,112
L3max_S26max,112
S25.102,111
BAC100_log_lag_L1,111
FOR30_log_lag_S33,111
S22,110
S38,110
L2_S27_F3129,110
L0_S11_F302,109
Unique_Count,108
L3_S30_F3674,108
S27,108
DATE_S0_max,107
L1_S24_F1798,107
L3_S45_F4124,106
L1_S24_F1662,106
S24.207,105
L3_S33_F3855,105
BAC30_log_lag_S34,105
L0_S11_F286,105
BAC100_log_lag_L0,105
BAC60_log_lag_S30,104
DATE_S30max,104
FOR30_log_lag_S30,103
S24.3,103
S18,103
Mean,102
L0_S12_F346,101
L3_S32_F3850,101
L0_S11_F282,101
sameL0,100
S34min_S35min,99
L1_S24_F1514,99
L3_S30_F3584,99
L0_S9_F185,98
tdeltadevrel_block1,98
tdeltadevrel_block2,98
L3_S29_F3476,98
S25.211,98
Min,98
L0_S13_F354,97
DATE_S29max,97
S36max_S29min,97
L2_S26_F3036,97
S14,96
L1_S24_F1850,95
DATE_S10max,94
L1_S24_F1842,94
FOR165_LAG2_Count_Mult_ResponseMinus1,94
L3_S30_F3679,94
L0_S17_F433,93
S25.1,92
L0_S9_F195,92
L0_S0_F4,91
L0_S11_F314_Mult_L0_S0_F20,91
L0_S23_F643,89
L0_S9_F190,89
L3_S30_F3634,89
DATE_S9_max,89
L1_S24_F1667,89
L1_S24_F1494,88
L0_S19_F459,88
L1_S24_F1758,87
L0_S10_F219,87
L2_S26_F3117,87
L2_S26_F3073,86
L1_S24_F1516,85
S24.303,85
L3_L3_Unique_Count,85
L2_S27_F3210,84
S15,84
L1_S24_F1829,84
L0_S0_F14,84
FOR60_log_lag_S30,83
L1_S24_F1637,83
S30min_S35min,83
L0_Range,82
L0_S9_F170,81
L0_S23_F671,81
L0_S9_F165,81
S25.109,80
L2_S27_F3155,80
L0_S12_F348,80
L0_S23_F667,80
L0_S9_F155,79
S32_dest_33.0,79
L0_S15_F415,78
L1_S24_F1743,78
S24.103,78
L3_S30_F3564,78
L1_S24_F1778,77
CATEGORICAL_Unique_Count,77
L1_S24_F1763,77
L3_S41_F4008,77
S24.205,76
S50,76
S29max_S35max,75
L0_S19_F455,74
S29min_S34min,74
L0_S12_F350,73
L1_S24_F1812,72
L1_S24_F1652,72
CATEGORICAL_Missing_Value_Count,71
L1_S24_F1581,71
FOR30_log_lag_S34,71
L1_S24_F1575,71
S47,71
S8,71
L0_S15_F397,70
L0_S9_F200,70
S48,70
L1_S25_F2116,70
L3_Unique_Count,70
L0_S17_F431,68
S33min_S36min,68
L0_S3_F84,67
L1_Max,67
L0_S21_F482,66
L0_S14_F370,66
S30min_S37min,66
L0_S18_F449,66
L1_S25_F2136,66
DATE_S16max,65
DATE_S18max,65
L1_S24_F1518,65
DATE_S27max,65
BAC165_LAG0_Count_Mult_ResponseMinus1,64
S24.11,63
L0_S18_F439,63
L1_S25_F1973,63
L0_S23_F639,63
BAC100_LAG2_Count_Mult_ResponseMinus1,62
L1_S24_F1609,62
L0_S10_F249,62
S24.104,62
DATE_S8_max,62
L0_S10_F224,62
L0_S11_F314,61
L2_S27_F3166,61
L0_S11_F314_Mult_L0_S11_F314,61
L3_S30_F3499,61
L0_S12_F332,61
L0_S10_F234,61
L1_S24_F1463,61
S20,60
L2_S27_F3133,59
S35min_L1min,59
L1_Min,59
L2_S27_F3144,59
S25.104,58
DATE_S13max,58
L0_S21_F477,58
L3_S30_F3649,58
L1_S24_F1520,58
S21,58
S40,58
L0_S9_F160,58
S24.304,57
L0_S10_F229,57
DATE_S21max,57
S23,57
L3_S47_F4158,56
L0_S14_F386,56
L1_S24_F1848,56
S34,56
S33min_S35min,56
FOR165_LAG1_Count_Mult_ResponseMinus1,56
L0_S21_F532,55
L0_S22_F556,55
S25.107,55
L0_S14_F362,55
L2_S27_F3206,55
L1_S24_F1831,55
DATE_S44max,54
L1_S24_F1565,54
DATE_S15max,54
S26min_S37min,54
L1_S24_F1728,54
S24.309,53
L1_S24_F1657,53
L0_S10_F254,53
FOR100_LAG1_Count_Mult_ResponseMinus1,52
L1_S24_F1783,52
L2_S27_F3162,52
L1_S25_F2173,52
L1_S24_F1700,52
L0_S15_F403,51
L1_S24_F1544,51
L1_S24_F1172,51
DATE_S14max,51
L0_S0_F12,51
L0_S22_F576,51
L0_S22_F606,50
L1_S24_F1718,50
BAC100_LAG1_Count_Mult_ResponseMinus1,50
S24.305,50
L1_S25_F2144,50
S25.101,50
L1_S24_F1818,49
L1_S24_F1573,49
FOR165_LAG_Count_Mult_ResponseMinus1,49
FOR165_LAG3_Count_Mult_ResponseMinus1,49
L1_S24_F1753,49
L0_S11_F290,49
L1_S24_F1498,49
L0_S14_F390,48
FOR100_LAG_Count_Mult_ResponseMinus1,48
L3_S35_F3894,47
L0_S22_F561,47
L1_L1_Missing_Value_Count,47
L0_S15_F418,47
FOR100_LAG0_Count_Mult_ResponseMinus1,46
S16,46
L0_S21_F537,46
L0_S15_F406,46
DATE_S24max,45
DATE_S1_max,45
S29min_S32min,44
L3_S34_F3882,44
L1_Range,44
L0_S21_F522,44
L0_S10_F274,43
L1_S24_F1803,43
L0_S21_F487,43
L3_S47_F4153,43
L0_S10_F264,43
L1_S25_F2131,42
L3_S36_F3938,42
DATE_S17max,42
L3_S29_F3360,42
S24.112,42
L1_S24_F983,42
L1_S25_F2161,41
S25.11,41
L3_S29_F3407,41
L0_S16_F426,41
L1_S24_F1808,41
L1_S24_F1571,41
DATE_S22max,41
CATEGORICAL_Max______3,40
L0_Unique_Count,40
DATE_S20max,40
L0_S12_F330,39
S24.101,39
S33min_S34min,39
L0_S23_F655,39
BAC100_LAG3_Count_Mult_ResponseMinus1,38
L3_S36_F3918,38
L1_S25_F2111,38
BAC165_LAG1_Count_Mult_ResponseMinus1,38
L1_S24_F1822,38
DATE_S26max,38
CATEGORICAL_Last_____2,38
L0_S14_F374,38
L1_S24_F1594,38
L1_S25_F2147,37
S32_dest_35.0,37
DATE_S19max,37
DATE_S24min,36
S25.225,36
Max,36
BAC165_LAG2_Count_Mult_ResponseMinus1,36
FOR100_LAG3_Count_Mult_ResponseMinus1,36
L2_S27_F3214,35
L0_S22_F546,35
L0_S21_F472,35
L0_S21_F502,35
L0_S16_F421,35
L1_S24_F958,35
L1_S25_F2101,35
S27min_S32min,35
L0_S9_F210,34
L1_S24_F1816,34
S25.205,34
L0_S22_F586,34
FOR165_LAG0_Count_Mult_ResponseMinus1,33
L1_S25_F1958,33
L1_S24_F1642,33
L0_S23_F619,33
L2_S27_F3140,33
L1_S24_F1672,33
L1_S25_F2176,33
BAC100_LAG_Count_Mult_ResponseMinus1,32
BAC100_LAG3_Sum_ResponseMinus1,32
L0_S23_F623,32
BAC165_LAG_Count_Mult_ResponseMinus1,32
L1_S24_F1685,31
L3_S41_F4026,31
L2_S26_F3125,31
L1_S25_F2158,31
DATE_S25min,31
sameL2,30
L0_S22_F591,30
L0_S22_F601,30
FOR100_LAG2_Count_Mult_ResponseMinus1,30
BAC100_LAG0_Count_Mult_ResponseMinus1,29
L1_S24_F1567,29
L1_S24_F1622,29
S25.23,29
L1_S24_F1820,29
L3_S47_F4163,29
L3_L3_Missing_Value_Count,29
L3_S48_F4196,29
DATE_S23max,28
BAC165_LAG3_Count_Mult_ResponseMinus1,28
S37,28
L3_S48_F4198,27
L1_S24_F1627,27
S24.209,27
S44,27
L3_S40_F3986,27
DATE_S25max,27
L3_S41_F4011,27
L3_S44_F4118,27
FOR165_LAG3_Sum_ResponseMinus1,26
S24.208,26
L0_S10_F239,26
DATE_S49max,26
L0_S21_F512,26
L1_S24_F1793,26
L1_S24_F1824,26
L0_S12_F334,26
S26max_S32max,25
L1_S25_F1869,25
L0_S23_F627,25
L0_S2_F48,25
S24.202,25
L0_S23_F631,25
L0_S23_F651,25
L3_S41_F4020,24
DATE_S47max,24
L1_S25_F2016,24
S32min_S30min,24
S24.201,24
S49,23
L0_S21_F517,23
L3_S40_F3984,23
L1_S24_F1768,23
S24.2,23
L0_S22_F611,23
L0_S23_F663,23
L1_S24_F829,22
L0_S12_F338,22
S24.31,22
L1_S24_F1512,21
L1_S24_F963,21
L1_S24_F1713,21
L1_S25_F2007,21
FOR100_LAG3_Sum_ResponseMinus1,21
S25.207,21
L0_S12_F342,21
L0_S12_F336,21
L0_S22_F551,21
sameL1,21
L0_S23_F659,21
S25max_S32min,20
S24.102,20
S25.106,20
L1_S25_F2164,20
L1_S24_F988,20
L3_S43_F4090,20
L1_S25_F1992,19
DATE_S12max,19
L1_Unique_Count,19
L1_S24_F948,19
S32max_S25min,19
L0_S21_F492,19
BAC165_LAG_Sum_ResponseMinus1,19
S25.108,19
L3_S47_F4138,19
S32_dest_36.0,19
L3_S50_F4243,18
L3_S43_F4095,18
L3_S44_F4115,18
L1_S25_F2170,18
S28,18
S24.203,18
L1_S25_F1978,17
L3_S40_F3982,17
L1_S25_F2152,17
L1_S25_F1900,17
L0_S22_F596,17
L1_S25_F1858,17
L0_S9_F175,17
S24.21,17
L1_S25_F2056,17
L1_S24_F1506,17
S31,17
L1_S24_F1836,17
L0_S12_F344,16
L1_S24_F1366,16
S24.111,16
L1_S24_F1490,16
L1_S24_F1197,16
L1_S25_F1855,16
L1_S24_F810,16
L3_S29_F3488,15
L2_S28_F3248,15
L1_S25_F1919,15
L3_S29_F3482,15
L0_S21_F527,15
L3_S41_F4014,15
L3_S49_F4211,15
S51,15
L1_S24_F1647,14
L1_S24_F700,14
L3_S44_F4121,14
L1_S25_F2106,14
L1_S25_F2091,14
L1_S24_F1539,14
L3_S40_F3980,14
L1_S25_F2051,14
S25.223,14
L0_S8_F144,13
BAC165_LAG3_Sum_ResponseMinus1,13
BAC100_LAG2_Sum_ResponseMinus1,13
CATEGORICAL_out_L3_S32_F3854_class1,13
S25.229,13
L0_S2_F40,13
L1_S25_F1953,13
L1_S24_F1814,13
L1_S24_F1122,13
L0_S2_F32,12
L1_S25_F1892,12
DATE_S39max,12
L0_S12_F340,12
FOR165_LAG2_Sum_ResponseMinus1,12
L1_S24_F1838,12
BAC100_LAG_Sum_ResponseMinus1,12
L1_S24_F691,11
S24.107,11
S25.105,11
S39,11
L1_S25_F2155,11
S25.202,11
L3_S47_F4143,11
L1_S24_F1331,10
BAC165_LAG0_Sum_ResponseMinus1,10
L0_S12_F352,10
L1_S24_F1356,10
S25.224,10
L1_S25_F2061,10
CATEGORICAL_Max______1,10
FOR100_LAG_Sum_ResponseMinus1,10
L1_S24_F1748,10
L1_S24_F1599,9
L3_S41_F4004,9
DATE_S40max,9
L1_S25_F1968,9
S24.106,9
L1_S24_F1202,9
FOR165_LAG0_Sum_ResponseMinus1,9
DATE_S43max,8
L0_S2_F56,8
L0_S3_F68,8
L3_S41_F4006,8
S43,8
L1_S24_F1321,8
L1_S25_F2086,8
L1_S25_F2031,8
FOR165_LAG_Sum_ResponseMinus1,8
L1_S24_F1738,8
BAC165_LAG2_Sum_ResponseMinus1,7
S32min_S10min,7
BAC165_LAG1_Sum_ResponseMinus1,7
L0_S21_F507,7
DATE_S50max,7
L3_S43_F4085,7
L0_S6_F118,7
L1_S25_F2837,7
L1_S25_F2041,7
L3_S41_F4016,7
L1_S24_F1166,7
L1_S24_F683,7
L1_S24_F1180,7
DATE_S48max,7
DATE_S51max,7
L1_S24_F1293,6
S25.21,6
L1_S24_F1391,6
L1_S24_F1810,6
DATE_S41max,6
L3_S41_F4023,6
L1_S24_F1041,6
FOR165_LAG1_Sum_ResponseMinus1,6
L1_S25_F2071,5
L1_S24_F1733,5
S25.22,5
L1_S24_F733,5
S32_dest_34.0,5
L3_S44_F4112,5
L1_S25_F2797,5
S24.206,5
DATE_S45min,5
L3_S38_F3952,5
FOR100_LAG2_Sum_ResponseMinus1,5
L1_S24_F1834,4
L0_S20_F461,4
L1_S24_F1690,4
L1_S25_F1909,4
L1_S24_F1482,4
S25.226,3
L1_S25_F2167,3
L3_S31_F3842,3
S25.228,3
L1_S24_F1002,3
FOR100_LAG1_Sum_ResponseMinus1,3
L3_S47_F4148,3
L1_S24_F1303,3
L0_S7_F136,3
BAC100_LAG0_Sum_ResponseMinus1,3
L3_S43_F4080,3
S25.203,3
L0_S3_F76,3
S25.206,3
L0_S3_F92,2
L1_S24_F814,2
L1_S24_F1006,2
L1_S24_F1240,2
L1_S24_F1245,2
L1_S24_F1056,2
L0_S9_F205,2
BAC100_LAG1_Sum_ResponseMinus1,2
DATE_S28max,2
S25.214,2
L3_S30_F3734,2
L1_S24_F1000,2
L0_S15_F400,1
L0_S14_F366,1
DATE_S31max,1
L1_S25_F2081,1
L3_S41_F4000,1
L1_S24_F1336,1
S25.222,1
FOR100_LAG0_Sum_ResponseMinus1,1
L2_S28_F3307,1
S25.218,1
S25.217,1
S25.216,1
S25.209,1
S25.208,1
S25.204,1
L1_S25_F1938,1
L1_S25_F1963,1
S25.212,1
